#old_id	new_id
evm.model.jcf7180008086294.1	CcGene_16640
evm.model.jcf7180008086294.2	CcGene_16641
evm.model.jcf7180008086313.1	CcGene_16642
evm.model.jcf7180008086313.2	CcGene_16643
evm.model.jcf7180008086314.1	CcGene_16644
evm.model.jcf7180008086331.1	CcGene_16645
evm.model.jcf7180008086337.1	CcGene_16646
evm.model.jcf7180008086343.1	CcGene_16647
evm.model.jcf7180008086356.1	CcGene_16648
evm.model.jcf7180008086359.1	CcGene_16649
evm.model.jcf7180008086362.1	CcGene_16650
evm.model.jcf7180008086365.1	CcGene_16651
evm.model.jcf7180008086365.2	CcGene_16652
evm.model.jcf7180008086366.1	CcGene_16653
evm.model.jcf7180008086367.1	CcGene_16654
evm.model.jcf7180008086369.1	CcGene_16655
evm.model.jcf7180008086369.2	CcGene_16656
evm.model.jcf7180008086369.3	CcGene_16657
evm.model.jcf7180008086369.4	CcGene_16658
evm.model.jcf7180008086369.5	CcGene_16659
evm.model.jcf7180008086369.6	CcGene_16660
evm.model.jcf7180008086369.7	CcGene_16661
evm.model.jcf7180008086369.8	CcGene_16662
evm.model.jcf7180008086377.1	CcGene_16663
evm.model.jcf7180008086392.1	CcGene_16664
evm.model.jcf7180008086392.2	CcGene_16665
evm.model.jcf7180008086392.3	CcGene_16666
evm.model.jcf7180008086400.1	CcGene_16667
evm.model.jcf7180008086400.2	CcGene_16668
evm.model.jcf7180008086401.1	CcGene_16669
evm.model.jcf7180008086401.10	CcGene_16670
evm.model.jcf7180008086401.11	CcGene_16671
evm.model.jcf7180008086401.12	CcGene_16672
evm.model.jcf7180008086401.13	CcGene_16673
evm.model.jcf7180008086401.14	CcGene_16674
evm.model.jcf7180008086401.15	CcGene_16675
evm.model.jcf7180008086401.16	CcGene_16676
evm.model.jcf7180008086401.17	CcGene_16677
evm.model.jcf7180008086401.18	CcGene_16678
evm.model.jcf7180008086401.19	CcGene_16679
evm.model.jcf7180008086401.2	CcGene_16680
evm.model.jcf7180008086401.3	CcGene_16681
evm.model.jcf7180008086401.4	CcGene_16682
evm.model.jcf7180008086401.5	CcGene_16683
evm.model.jcf7180008086401.6	CcGene_16684
evm.model.jcf7180008086401.7	CcGene_16685
evm.model.jcf7180008086401.8	CcGene_16686
evm.model.jcf7180008086401.9	CcGene_16687
evm.model.jcf7180008086408.1	CcGene_16688
evm.model.jcf7180008086408.2	CcGene_16689
evm.model.jcf7180008086408.3	CcGene_16690
evm.model.jcf7180008086408.4	CcGene_16691
evm.model.jcf7180008086408.5	CcGene_16692
evm.model.jcf7180008086410.1	CcGene_16693
evm.model.jcf7180008086415.1	CcGene_16694
evm.model.jcf7180008086415.2	CcGene_16695
evm.model.jcf7180008086415.3	CcGene_16696
evm.model.jcf7180008086416.1	CcGene_16697
evm.model.jcf7180008086416.10	CcGene_16698
evm.model.jcf7180008086416.11	CcGene_16699
evm.model.jcf7180008086416.12	CcGene_16700
evm.model.jcf7180008086416.2	CcGene_16701
evm.model.jcf7180008086416.3	CcGene_16702
evm.model.jcf7180008086416.4	CcGene_16703
evm.model.jcf7180008086416.5	CcGene_16704
evm.model.jcf7180008086416.6	CcGene_16705
evm.model.jcf7180008086416.7	CcGene_16706
evm.model.jcf7180008086416.8	CcGene_16707
evm.model.jcf7180008086416.9	CcGene_16708
evm.model.jcf7180008086420.1	CcGene_16709
evm.model.jcf7180008086422.1	CcGene_16710
evm.model.jcf7180008086423.1	CcGene_16711
evm.model.jcf7180008086423.2	CcGene_16712
evm.model.jcf7180008086426.1	CcGene_16713
evm.model.jcf7180008086427.1	CcGene_16714
evm.model.jcf7180008086427.2	CcGene_16715
evm.model.jcf7180008086427.3	CcGene_16716
evm.model.jcf7180008086427.4	CcGene_16717
evm.model.jcf7180008086427.5	CcGene_16718
evm.model.jcf7180008086427.6	CcGene_16719
evm.model.jcf7180008086440.1	CcGene_16720
evm.model.jcf7180008086456.1	CcGene_16721
evm.model.jcf7180008086456.2	CcGene_16722
evm.model.jcf7180008086471.1	CcGene_16723
evm.model.jcf7180008086471.2	CcGene_16724
evm.model.jcf7180008086476.1	CcGene_16725
evm.model.jcf7180008086497.1	CcGene_16726
evm.model.jcf7180008086497.2	CcGene_16727
evm.model.jcf7180008086506.1	CcGene_16728
evm.model.jcf7180008086528.1	CcGene_16729
evm.model.jcf7180008086528.2	CcGene_16730
evm.model.jcf7180008086528.3	CcGene_16731
evm.model.jcf7180008086529.1	CcGene_16732
evm.model.jcf7180008086529.2	CcGene_16733
evm.model.jcf7180008086529.3	CcGene_16734
evm.model.jcf7180008086529.4	CcGene_16735
evm.model.jcf7180008086532.1	CcGene_16736
evm.model.jcf7180008086536.1	CcGene_16737
evm.model.jcf7180008086536.2	CcGene_16738
evm.model.jcf7180008086538.1	CcGene_16739
evm.model.jcf7180008086545.1	CcGene_16740
evm.model.jcf7180008086553.1	CcGene_16741
evm.model.jcf7180008086553.2	CcGene_16742
evm.model.jcf7180008086554.1	CcGene_16743
evm.model.jcf7180008086571.1	CcGene_16744
evm.model.jcf7180008086571.2	CcGene_16745
evm.model.jcf7180008086573.1	CcGene_16746
evm.model.jcf7180008086573.2	CcGene_16747
evm.model.jcf7180008086574.1	CcGene_16748
evm.model.jcf7180008086598.1	CcGene_16749
evm.model.jcf7180008086598.2	CcGene_16750
evm.model.jcf7180008086598.3	CcGene_16751
evm.model.jcf7180008086598.4	CcGene_16752
evm.model.jcf7180008086605.1	CcGene_16753
evm.model.jcf7180008086607.1	CcGene_16754
evm.model.jcf7180008086607.2	CcGene_16755
evm.model.jcf7180008086607.3	CcGene_16756
evm.model.jcf7180008086607.4	CcGene_16757
evm.model.jcf7180008086607.5	CcGene_16758
evm.model.jcf7180008086613.1	CcGene_16759
evm.model.jcf7180008086617.1	CcGene_16760
evm.model.jcf7180008086618.1	CcGene_16761
evm.model.jcf7180008086618.2	CcGene_16762
evm.model.jcf7180008086622.1	CcGene_16763
evm.model.jcf7180008086622.2	CcGene_16764
evm.model.jcf7180008086622.3	CcGene_16765
evm.model.jcf7180008086622.4	CcGene_16766
evm.model.jcf7180008086622.5	CcGene_16767
evm.model.jcf7180008086622.6	CcGene_16768
evm.model.jcf7180008086647.1	CcGene_16769
evm.model.jcf7180008086647.2	CcGene_16770
evm.model.jcf7180008086655.1	CcGene_16771
evm.model.jcf7180008086655.2	CcGene_16772
evm.model.jcf7180008086689.1	CcGene_16773
evm.model.jcf7180008086701.1	CcGene_16774
evm.model.jcf7180008086707.1	CcGene_16775
evm.model.jcf7180008086711.1	CcGene_16776
evm.model.jcf7180008086711.2	CcGene_16777
evm.model.jcf7180008086727.1	CcGene_16778
evm.model.jcf7180008086727.2	CcGene_16779
evm.model.jcf7180008086727.3	CcGene_16780
evm.model.jcf7180008086727.4	CcGene_16781
evm.model.jcf7180008086727.5	CcGene_16782
evm.model.jcf7180008086732.1	CcGene_16783
evm.model.jcf7180008086735.1	CcGene_16784
evm.model.jcf7180008086735.10	CcGene_16785
evm.model.jcf7180008086735.2	CcGene_16786
evm.model.jcf7180008086735.3	CcGene_16787
evm.model.jcf7180008086735.4	CcGene_16788
evm.model.jcf7180008086735.5	CcGene_16789
evm.model.jcf7180008086735.6	CcGene_16790
evm.model.jcf7180008086735.7	CcGene_16791
evm.model.jcf7180008086735.8	CcGene_16792
evm.model.jcf7180008086735.9	CcGene_16793
evm.model.jcf7180008086736.1	CcGene_16794
evm.model.jcf7180008086737.1	CcGene_16795
evm.model.jcf7180008086737.2	CcGene_16796
evm.model.jcf7180008086739.1	CcGene_16797
evm.model.jcf7180008086739.2	CcGene_16798
evm.model.jcf7180008086743.1	CcGene_16799
evm.model.jcf7180008086748.1	CcGene_16800
evm.model.jcf7180008086748.2	CcGene_16801
evm.model.jcf7180008086748.3	CcGene_16802
evm.model.jcf7180008086755.1	CcGene_16803
evm.model.jcf7180008086755.2	CcGene_16804
evm.model.jcf7180008086755.3	CcGene_16805
evm.model.jcf7180008086755.4	CcGene_16806
evm.model.jcf7180008086768.1	CcGene_16807
evm.model.jcf7180008086768.2	CcGene_16808
evm.model.jcf7180008086774.1	CcGene_16809
evm.model.jcf7180008086774.2	CcGene_16810
evm.model.jcf7180008086774.3	CcGene_16811
evm.model.jcf7180008086780.1	CcGene_16812
evm.model.jcf7180008086784.1	CcGene_16813
evm.model.jcf7180008086784.2	CcGene_16814
evm.model.jcf7180008086784.3	CcGene_16815
evm.model.jcf7180008086784.4	CcGene_16816
evm.model.jcf7180008086784.5	CcGene_16817
evm.model.jcf7180008086817.1	CcGene_16818
evm.model.jcf7180008086817.2	CcGene_16819
evm.model.jcf7180008086821.1	CcGene_16820
evm.model.jcf7180008086823.1	CcGene_16821
evm.model.jcf7180008086834.1	CcGene_16822
evm.model.jcf7180008086836.1	CcGene_16823
evm.model.jcf7180008086836.2	CcGene_16824
evm.model.jcf7180008086838.1	CcGene_16825
evm.model.jcf7180008086838.2	CcGene_16826
evm.model.jcf7180008086838.3	CcGene_16827
evm.model.jcf7180008086839.1	CcGene_16828
evm.model.jcf7180008086839.2	CcGene_16829
evm.model.jcf7180008086839.3	CcGene_16830
evm.model.jcf7180008086843.1	CcGene_16831
evm.model.jcf7180008086843.2	CcGene_16832
evm.model.jcf7180008086846.1	CcGene_16833
evm.model.jcf7180008086852.1	CcGene_16834
evm.model.jcf7180008086854.1	CcGene_16835
evm.model.jcf7180008086854.2	CcGene_16836
evm.model.jcf7180008086854.3	CcGene_16837
evm.model.jcf7180008086855.1	CcGene_16838
evm.model.jcf7180008086862.1	CcGene_16839
evm.model.jcf7180008086871.1	CcGene_16840
evm.model.jcf7180008086871.2	CcGene_16841
evm.model.jcf7180008086875.1	CcGene_16842
evm.model.jcf7180008086877.1	CcGene_16843
evm.model.jcf7180008086882.1	CcGene_16844
evm.model.jcf7180008086891.1	CcGene_16845
evm.model.jcf7180008086898.1	CcGene_16846
evm.model.jcf7180008086900.1	CcGene_16847
evm.model.jcf7180008086900.2	CcGene_16848
evm.model.jcf7180008086900.3	CcGene_16849
evm.model.jcf7180008086900.4	CcGene_16850
evm.model.jcf7180008086900.5	CcGene_16851
evm.model.jcf7180008086900.6	CcGene_16852
evm.model.jcf7180008086904.1	CcGene_16853
evm.model.jcf7180008086908.1	CcGene_16854
evm.model.jcf7180008086914.1	CcGene_16855
evm.model.jcf7180008086923.1	CcGene_16856
evm.model.jcf7180008086923.2	CcGene_16857
evm.model.jcf7180008086923.3	CcGene_16858
evm.model.jcf7180008086929.1	CcGene_16859
evm.model.jcf7180008086931.1	CcGene_16860
evm.model.jcf7180008086931.2	CcGene_16861
evm.model.jcf7180008086944.1	CcGene_16862
evm.model.jcf7180008086948.1	CcGene_16863
evm.model.jcf7180008086951.1	CcGene_16864
evm.model.jcf7180008086951.2	CcGene_16865
evm.model.jcf7180008086955.1	CcGene_16866
evm.model.jcf7180008086955.2	CcGene_16867
evm.model.jcf7180008086955.3	CcGene_16868
evm.model.jcf7180008086959.1	CcGene_16869
evm.model.jcf7180008086961.1	CcGene_16870
evm.model.jcf7180008086961.2	CcGene_16871
evm.model.jcf7180008086976.1	CcGene_16872
evm.model.jcf7180008086976.2	CcGene_16873
evm.model.jcf7180008086979.1	CcGene_16874
evm.model.jcf7180008086979.2	CcGene_16875
evm.model.jcf7180008086981.1	CcGene_16876
evm.model.jcf7180008086986.1	CcGene_16877
evm.model.jcf7180008086997.1	CcGene_16878
evm.model.jcf7180008086999.1	CcGene_16879
evm.model.jcf7180008086999.2	CcGene_16880
evm.model.jcf7180008086999.3	CcGene_16881
evm.model.jcf7180008087000.1	CcGene_16882
evm.model.jcf7180008087002.1	CcGene_16883
evm.model.jcf7180008087007.1	CcGene_16884
evm.model.jcf7180008087007.2	CcGene_16885
evm.model.jcf7180008087013.1	CcGene_16886
evm.model.jcf7180008087017.1	CcGene_16887
evm.model.jcf7180008087018.1	CcGene_16888
evm.model.jcf7180008087025.1	CcGene_16889
evm.model.jcf7180008087025.2	CcGene_16890
evm.model.jcf7180008087025.3	CcGene_16891
evm.model.jcf7180008087025.4	CcGene_16892
evm.model.jcf7180008087025.5	CcGene_16893
evm.model.jcf7180008087029.1	CcGene_16894
evm.model.jcf7180008087036.1	CcGene_16895
evm.model.jcf7180008087036.2	CcGene_16896
evm.model.jcf7180008087043.1	CcGene_16897
evm.model.jcf7180008087043.2	CcGene_16898
evm.model.jcf7180008087043.3	CcGene_16899
evm.model.jcf7180008087044.1	CcGene_16900
evm.model.jcf7180008087044.2	CcGene_16901
evm.model.jcf7180008087044.3	CcGene_16902
evm.model.jcf7180008087048.1	CcGene_16903
evm.model.jcf7180008087067.1	CcGene_16904
evm.model.jcf7180008087067.2	CcGene_16905
evm.model.jcf7180008087072.1	CcGene_16906
evm.model.jcf7180008087072.10	CcGene_16907
evm.model.jcf7180008087072.2	CcGene_16908
evm.model.jcf7180008087072.3	CcGene_16909
evm.model.jcf7180008087072.4	CcGene_16910
evm.model.jcf7180008087072.5	CcGene_16911
evm.model.jcf7180008087072.6	CcGene_16912
evm.model.jcf7180008087072.7	CcGene_16913
evm.model.jcf7180008087072.8	CcGene_16914
evm.model.jcf7180008087072.9	CcGene_16915
evm.model.jcf7180008087095.1	CcGene_16916
evm.model.jcf7180008087098.1	CcGene_16917
evm.model.jcf7180008087098.2	CcGene_16918
evm.model.jcf7180008087098.3	CcGene_16919
evm.model.jcf7180008087098.4	CcGene_16920
evm.model.jcf7180008087099.1	CcGene_16921
evm.model.jcf7180008087105.1	CcGene_16922
evm.model.jcf7180008087105.2	CcGene_16923
evm.model.jcf7180008087109.1	CcGene_16924
evm.model.jcf7180008087115.1	CcGene_16925
evm.model.jcf7180008087115.2	CcGene_16926
evm.model.jcf7180008087115.3	CcGene_16927
evm.model.jcf7180008087115.4	CcGene_16928
evm.model.jcf7180008087139.1	CcGene_16929
evm.model.jcf7180008087139.2	CcGene_16930
evm.model.jcf7180008087152.1	CcGene_16931
evm.model.jcf7180008087164.1	CcGene_16932
evm.model.jcf7180008087171.1	CcGene_16933
evm.model.jcf7180008087171.2	CcGene_16934
evm.model.jcf7180008087173.1	CcGene_16935
evm.model.jcf7180008087176.1	CcGene_16936
evm.model.jcf7180008087176.2	CcGene_16937
evm.model.jcf7180008087184.1	CcGene_16938
evm.model.jcf7180008087187.1	CcGene_16939
evm.model.jcf7180008087192.1	CcGene_16940
evm.model.jcf7180008087199.1	CcGene_16941
evm.model.jcf7180008087203.1	CcGene_16942
evm.model.jcf7180008087203.2	CcGene_16943
evm.model.jcf7180008087203.3	CcGene_16944
evm.model.jcf7180008087203.4	CcGene_16945
evm.model.jcf7180008087204.1	CcGene_16946
evm.model.jcf7180008087212.1	CcGene_16947
evm.model.jcf7180008087229.1	CcGene_16948
evm.model.jcf7180008087229.2	CcGene_16949
evm.model.jcf7180008087229.3	CcGene_16950
evm.model.jcf7180008087236.1	CcGene_16951
evm.model.jcf7180008087237.1	CcGene_16952
evm.model.jcf7180008087239.1	CcGene_16953
evm.model.jcf7180008087247.1	CcGene_16954
evm.model.jcf7180008087247.2	CcGene_16955
evm.model.jcf7180008087249.1	CcGene_16956
evm.model.jcf7180008087249.2	CcGene_16957
evm.model.jcf7180008087251.1	CcGene_16958
evm.model.jcf7180008087251.2	CcGene_16959
evm.model.jcf7180008087251.3	CcGene_16960
evm.model.jcf7180008087253.1	CcGene_16961
evm.model.jcf7180008087253.2	CcGene_16962
evm.model.jcf7180008087253.3	CcGene_16963
evm.model.jcf7180008087253.4	CcGene_16964
evm.model.jcf7180008087256.1	CcGene_16965
evm.model.jcf7180008087256.2	CcGene_16966
evm.model.jcf7180008087258.1	CcGene_16967
evm.model.jcf7180008087259.1	CcGene_16968
evm.model.jcf7180008087259.2	CcGene_16969
evm.model.jcf7180008087259.3	CcGene_16970
evm.model.jcf7180008087260.1	CcGene_16971
evm.model.jcf7180008087260.2	CcGene_16972
evm.model.jcf7180008087263.1	CcGene_16973
evm.model.jcf7180008087264.1	CcGene_16974
evm.model.jcf7180008087264.2	CcGene_16975
evm.model.jcf7180008087266.1	CcGene_16976
evm.model.jcf7180008087266.2	CcGene_16977
evm.model.jcf7180008087280.1	CcGene_16978
evm.model.jcf7180008087280.2	CcGene_16979
evm.model.jcf7180008087280.3	CcGene_16980
evm.model.jcf7180008087280.4	CcGene_16981
evm.model.jcf7180008087280.5	CcGene_16982
evm.model.jcf7180008087284.1	CcGene_16983
evm.model.jcf7180008087289.1	CcGene_16984
evm.model.jcf7180008087300.1	CcGene_16985
evm.model.jcf7180008087300.2	CcGene_16986
evm.model.jcf7180008087300.3	CcGene_16987
evm.model.jcf7180008087301.1	CcGene_16988
evm.model.jcf7180008087301.2	CcGene_16989
evm.model.jcf7180008087304.1	CcGene_16990
evm.model.jcf7180008087304.2	CcGene_16991
evm.model.jcf7180008087307.1	CcGene_16992
evm.model.jcf7180008087308.1	CcGene_16993
evm.model.jcf7180008087308.2	CcGene_16994
evm.model.jcf7180008087312.1	CcGene_16995
evm.model.jcf7180008087312.10	CcGene_16996
evm.model.jcf7180008087312.2	CcGene_16997
evm.model.jcf7180008087312.3	CcGene_16998
evm.model.jcf7180008087312.4	CcGene_16999
evm.model.jcf7180008087312.5	CcGene_17000
evm.model.jcf7180008087312.6	CcGene_17001
evm.model.jcf7180008087312.7	CcGene_17002
evm.model.jcf7180008087312.8	CcGene_17003
evm.model.jcf7180008087312.9	CcGene_17004
evm.model.jcf7180008087313.1	CcGene_17005
evm.model.jcf7180008087314.1	CcGene_17006
evm.model.jcf7180008087315.1	CcGene_17007
evm.model.jcf7180008087317.1	CcGene_17008
evm.model.jcf7180008087318.1	CcGene_17009
evm.model.jcf7180008087319.1	CcGene_17010
evm.model.jcf7180008087319.2	CcGene_17011
evm.model.jcf7180008087323.1	CcGene_17012
evm.model.jcf7180008087330.1	CcGene_17013
evm.model.jcf7180008087330.2	CcGene_17014
evm.model.jcf7180008087330.3	CcGene_17015
evm.model.jcf7180008087330.4	CcGene_17016
evm.model.jcf7180008087331.1	CcGene_17017
evm.model.jcf7180008087331.2	CcGene_17018
evm.model.jcf7180008087331.3	CcGene_17019
evm.model.jcf7180008087331.4	CcGene_17020
evm.model.jcf7180008087331.5	CcGene_17021
evm.model.jcf7180008087331.6	CcGene_17022
evm.model.jcf7180008087331.6.1.6a4b55dd	CcGene_17023
evm.model.jcf7180008087331.7	CcGene_17024
evm.model.jcf7180008087331.8	CcGene_17025
evm.model.jcf7180008087331.9	CcGene_17026
evm.model.jcf7180008087340.1	CcGene_17027
evm.model.jcf7180008087344.1	CcGene_17028
evm.model.jcf7180008087344.2	CcGene_17029
evm.model.jcf7180008087346.1	CcGene_17030
evm.model.jcf7180008087347.1	CcGene_17031
evm.model.jcf7180008087347.2	CcGene_17032
evm.model.jcf7180008087347.3	CcGene_17033
evm.model.jcf7180008087347.4	CcGene_17034
evm.model.jcf7180008087347.5	CcGene_17035
evm.model.jcf7180008087347.6	CcGene_17036
evm.model.jcf7180008087348.1	CcGene_17037
evm.model.jcf7180008087348.2	CcGene_17038
evm.model.jcf7180008087349.1	CcGene_17039
evm.model.jcf7180008087349.2	CcGene_17040
evm.model.jcf7180008087351.1	CcGene_17041
evm.model.jcf7180008087354.1	CcGene_17042
evm.model.jcf7180008087354.2	CcGene_17043
evm.model.jcf7180008087354.3	CcGene_17044
evm.model.jcf7180008087354.4	CcGene_17045
evm.model.jcf7180008087356.1	CcGene_17046
evm.model.jcf7180008087360.1	CcGene_17047
evm.model.jcf7180008087360.2	CcGene_17048
evm.model.jcf7180008087360.3	CcGene_17049
evm.model.jcf7180008087366.1	CcGene_17050
evm.model.jcf7180008087368.1	CcGene_17051
evm.model.jcf7180008087368.2	CcGene_17052
evm.model.jcf7180008087368.3	CcGene_17053
evm.model.jcf7180008087371.1	CcGene_17054
evm.model.jcf7180008087376.1	CcGene_17055
evm.model.jcf7180008087394.1	CcGene_17056
evm.model.jcf7180008087394.2	CcGene_17057
evm.model.jcf7180008087395.1	CcGene_17058
evm.model.jcf7180008087396.1	CcGene_17059
evm.model.jcf7180008087397.1	CcGene_17060
evm.model.jcf7180008087397.2	CcGene_17061
evm.model.jcf7180008087397.3	CcGene_17062
evm.model.jcf7180008087397.4	CcGene_17063
evm.model.jcf7180008087409.1	CcGene_17064
evm.model.jcf7180008087416.1	CcGene_17065
evm.model.jcf7180008087416.2	CcGene_17066
evm.model.jcf7180008087416.3	CcGene_17067
evm.model.jcf7180008087416.4	CcGene_17068
evm.model.jcf7180008087418.1	CcGene_17069
evm.model.jcf7180008087418.2	CcGene_17070
evm.model.jcf7180008087418.3	CcGene_17071
evm.model.jcf7180008087418.4	CcGene_17072
evm.model.jcf7180008087418.5	CcGene_17073
evm.model.jcf7180008087419.1	CcGene_17074
evm.model.jcf7180008087422.1	CcGene_17075
evm.model.jcf7180008087423.1	CcGene_17076
evm.model.jcf7180008087427.1	CcGene_17077
evm.model.jcf7180008087427.2	CcGene_17078
evm.model.jcf7180008087427.3	CcGene_17079
evm.model.jcf7180008087427.4	CcGene_17080
evm.model.jcf7180008087427.5	CcGene_17081
evm.model.jcf7180008087438.1	CcGene_17082
evm.model.jcf7180008087438.2	CcGene_17083
evm.model.jcf7180008087438.3	CcGene_17084
evm.model.jcf7180008087438.4	CcGene_17085
evm.model.jcf7180008087438.5	CcGene_17086
evm.model.jcf7180008087440.1	CcGene_17087
evm.model.jcf7180008087451.1	CcGene_17088
evm.model.jcf7180008087451.2	CcGene_17089
evm.model.jcf7180008087451.3	CcGene_17090
evm.model.jcf7180008087452.1	CcGene_17091
evm.model.jcf7180008087452.2	CcGene_17092
evm.model.jcf7180008087452.3	CcGene_17093
evm.model.jcf7180008087453.1	CcGene_17094
evm.model.jcf7180008087453.2	CcGene_17095
evm.model.jcf7180008087454.1	CcGene_17096
evm.model.jcf7180008087455.1	CcGene_17097
evm.model.jcf7180008087455.2	CcGene_17098
evm.model.jcf7180008087455.3	CcGene_17099
evm.model.jcf7180008087464.1	CcGene_17100
evm.model.jcf7180008087467.1	CcGene_17101
evm.model.jcf7180008087467.2	CcGene_17102
evm.model.jcf7180008087467.3	CcGene_17103
evm.model.jcf7180008087467.4	CcGene_17104
evm.model.jcf7180008087467.5	CcGene_17105
evm.model.jcf7180008087467.6	CcGene_17106
evm.model.jcf7180008087496.1	CcGene_17107
evm.model.jcf7180008087496.2	CcGene_17108
evm.model.jcf7180008087499.1	CcGene_17109
evm.model.jcf7180008087502.1	CcGene_17110
evm.model.jcf7180008087504.1	CcGene_17111
evm.model.jcf7180008087504.2	CcGene_17112
evm.model.jcf7180008087504.3	CcGene_17113
evm.model.jcf7180008087507.1	CcGene_17114
evm.model.jcf7180008087511.1	CcGene_17115
evm.model.jcf7180008087512.1	CcGene_17116
evm.model.jcf7180008087513.1	CcGene_17117
evm.model.jcf7180008087513.2	CcGene_17118
evm.model.jcf7180008087514.1	CcGene_17119
evm.model.jcf7180008087514.2	CcGene_17120
evm.model.jcf7180008087515.1	CcGene_17121
evm.model.jcf7180008087515.2	CcGene_17122
evm.model.jcf7180008087517.1	CcGene_17123
evm.model.jcf7180008087517.2	CcGene_17124
evm.model.jcf7180008087517.3	CcGene_17125
evm.model.jcf7180008087520.1	CcGene_17126
evm.model.jcf7180008087528.1	CcGene_17127
