#old_id	new_id
evm.model.jcf7180008120495.2	CcGene_27604
evm.model.jcf7180008120495.3	CcGene_27605
evm.model.jcf7180008120495.4	CcGene_27606
evm.model.jcf7180008120495.5	CcGene_27607
evm.model.jcf7180008120495.6	CcGene_27608
evm.model.jcf7180008120495.7	CcGene_27609
evm.model.jcf7180008120495.8	CcGene_27610
evm.model.jcf7180008120495.9	CcGene_27611
evm.model.jcf7180008120501.1	CcGene_27612
evm.model.jcf7180008120506.1	CcGene_27613
evm.model.jcf7180008120507.1	CcGene_27614
evm.model.jcf7180008120516.1	CcGene_27615
evm.model.jcf7180008120516.2	CcGene_27616
evm.model.jcf7180008120516.3	CcGene_27617
evm.model.jcf7180008120542.1	CcGene_27618
evm.model.jcf7180008120542.2	CcGene_27619
evm.model.jcf7180008120549.1	CcGene_27620
evm.model.jcf7180008120549.2	CcGene_27621
evm.model.jcf7180008120549.3	CcGene_27622
evm.model.jcf7180008120556.1	CcGene_27623
evm.model.jcf7180008120561.1	CcGene_27624
evm.model.jcf7180008120563.1	CcGene_27625
evm.model.jcf7180008120574.1	CcGene_27626
evm.model.jcf7180008120577.1	CcGene_27627
evm.model.jcf7180008120579.1	CcGene_27628
evm.model.jcf7180008120579.2	CcGene_27629
evm.model.jcf7180008120580.1	CcGene_27630
evm.model.jcf7180008120580.2	CcGene_27631
evm.model.jcf7180008120580.3	CcGene_27632
evm.model.jcf7180008120580.4	CcGene_27633
evm.model.jcf7180008120580.5	CcGene_27634
evm.model.jcf7180008120587.1	CcGene_27635
evm.model.jcf7180008120587.2	CcGene_27636
evm.model.jcf7180008120594.1	CcGene_27637
evm.model.jcf7180008120594.2	CcGene_27638
evm.model.jcf7180008120598.1	CcGene_27639
evm.model.jcf7180008120598.2	CcGene_27640
evm.model.jcf7180008120598.3	CcGene_27641
evm.model.jcf7180008120601.1	CcGene_27642
evm.model.jcf7180008120601.2	CcGene_27643
evm.model.jcf7180008120601.3	CcGene_27644
evm.model.jcf7180008120601.4	CcGene_27645
evm.model.jcf7180008120601.5	CcGene_27646
evm.model.jcf7180008120601.6	CcGene_27647
evm.model.jcf7180008120601.7	CcGene_27648
evm.model.jcf7180008120603.1	CcGene_27649
evm.model.jcf7180008120606.1	CcGene_27650
evm.model.jcf7180008120606.10	CcGene_27651
evm.model.jcf7180008120606.11	CcGene_27652
evm.model.jcf7180008120606.12	CcGene_27653
evm.model.jcf7180008120606.13	CcGene_27654
evm.model.jcf7180008120606.14	CcGene_27655
evm.model.jcf7180008120606.15	CcGene_27656
evm.model.jcf7180008120606.16	CcGene_27657
evm.model.jcf7180008120606.2	CcGene_27658
evm.model.jcf7180008120606.3	CcGene_27659
evm.model.jcf7180008120606.4	CcGene_27660
evm.model.jcf7180008120606.5	CcGene_27661
evm.model.jcf7180008120606.6	CcGene_27662
evm.model.jcf7180008120606.7	CcGene_27663
evm.model.jcf7180008120606.8	CcGene_27664
evm.model.jcf7180008120606.9	CcGene_27665
evm.model.jcf7180008120608.1	CcGene_27666
evm.model.jcf7180008120611.1	CcGene_27667
evm.model.jcf7180008120611.2	CcGene_27668
evm.model.jcf7180008120611.3	CcGene_27669
evm.model.jcf7180008120616.1	CcGene_27670
evm.model.jcf7180008120616.10	CcGene_27671
evm.model.jcf7180008120616.2	CcGene_27672
evm.model.jcf7180008120616.3	CcGene_27673
evm.model.jcf7180008120616.4	CcGene_27674
evm.model.jcf7180008120616.5	CcGene_27675
evm.model.jcf7180008120616.6	CcGene_27676
evm.model.jcf7180008120616.7	CcGene_27677
evm.model.jcf7180008120616.8	CcGene_27678
evm.model.jcf7180008120616.9	CcGene_27679
evm.model.jcf7180008120627.1	CcGene_27680
evm.model.jcf7180008120629.1	CcGene_27681
evm.model.jcf7180008120633.1	CcGene_27682
evm.model.jcf7180008120633.2	CcGene_27683
evm.model.jcf7180008120634.1	CcGene_27684
evm.model.jcf7180008120642.1	CcGene_27685
evm.model.jcf7180008120642.2	CcGene_27686
evm.model.jcf7180008120655.1	CcGene_27687
evm.model.jcf7180008120655.2	CcGene_27688
evm.model.jcf7180008120655.3	CcGene_27689
evm.model.jcf7180008120655.4	CcGene_27690
evm.model.jcf7180008120655.5	CcGene_27691
evm.model.jcf7180008120655.6	CcGene_27692
evm.model.jcf7180008120660.1	CcGene_27693
evm.model.jcf7180008120670.1	CcGene_27694
evm.model.jcf7180008120670.2	CcGene_27695
evm.model.jcf7180008120670.3	CcGene_27696
evm.model.jcf7180008120670.4	CcGene_27697
evm.model.jcf7180008120670.5	CcGene_27698
evm.model.jcf7180008120679.1	CcGene_27699
evm.model.jcf7180008120679.2	CcGene_27700
evm.model.jcf7180008120718.1	CcGene_27701
evm.model.jcf7180008120718.2	CcGene_27702
evm.model.jcf7180008120718.3	CcGene_27703
evm.model.jcf7180008120722.1	CcGene_27704
evm.model.jcf7180008120724.1	CcGene_27705
evm.model.jcf7180008120724.2	CcGene_27706
evm.model.jcf7180008120729.1	CcGene_27707
evm.model.jcf7180008120734.1	CcGene_27708
evm.model.jcf7180008120734.2	CcGene_27709
evm.model.jcf7180008120739.1	CcGene_27710
evm.model.jcf7180008120739.2	CcGene_27711
evm.model.jcf7180008120739.3	CcGene_27712
evm.model.jcf7180008120751.1	CcGene_27713
evm.model.jcf7180008120751.2	CcGene_27714
evm.model.jcf7180008120751.3	CcGene_27715
evm.model.jcf7180008120751.4	CcGene_27716
evm.model.jcf7180008120751.5	CcGene_27717
evm.model.jcf7180008120752.1	CcGene_27718
evm.model.jcf7180008120759.1	CcGene_27719
evm.model.jcf7180008120765.1	CcGene_27720
evm.model.jcf7180008120765.2	CcGene_27721
evm.model.jcf7180008120769.1	CcGene_27722
evm.model.jcf7180008120784.1	CcGene_27723
evm.model.jcf7180008120788.1	CcGene_27724
evm.model.jcf7180008120788.2	CcGene_27725
evm.model.jcf7180008120788.3	CcGene_27726
evm.model.jcf7180008120788.4	CcGene_27727
evm.model.jcf7180008120788.5	CcGene_27728
evm.model.jcf7180008120792.1	CcGene_27729
evm.model.jcf7180008120792.2	CcGene_27730
evm.model.jcf7180008120792.3	CcGene_27731
evm.model.jcf7180008120792.4	CcGene_27732
evm.model.jcf7180008120794.1	CcGene_27733
evm.model.jcf7180008120797.1	CcGene_27734
evm.model.jcf7180008120810.1	CcGene_27735
evm.model.jcf7180008120810.2	CcGene_27736
evm.model.jcf7180008120810.3	CcGene_27737
evm.model.jcf7180008120810.4	CcGene_27738
evm.model.jcf7180008120810.5	CcGene_27739
evm.model.jcf7180008120810.6	CcGene_27740
evm.model.jcf7180008120812.1	CcGene_27741
evm.model.jcf7180008120812.2	CcGene_27742
evm.model.jcf7180008120812.3	CcGene_27743
evm.model.jcf7180008120812.4	CcGene_27744
evm.model.jcf7180008120814.1	CcGene_27745
evm.model.jcf7180008120814.2	CcGene_27746
evm.model.jcf7180008120814.3	CcGene_27747
evm.model.jcf7180008120819.1	CcGene_27748
evm.model.jcf7180008120819.2	CcGene_27749
evm.model.jcf7180008120819.3	CcGene_27750
evm.model.jcf7180008120825.1	CcGene_27751
evm.model.jcf7180008120825.2	CcGene_27752
evm.model.jcf7180008120825.3	CcGene_27753
evm.model.jcf7180008120829.1	CcGene_27754
evm.model.jcf7180008120830.1	CcGene_27755
evm.model.jcf7180008120830.2	CcGene_27756
evm.model.jcf7180008120830.3	CcGene_27757
evm.model.jcf7180008120830.4	CcGene_27758
evm.model.jcf7180008120845.1	CcGene_27759
evm.model.jcf7180008120845.2	CcGene_27760
evm.model.jcf7180008120845.3	CcGene_27761
evm.model.jcf7180008120845.4	CcGene_27762
evm.model.jcf7180008120845.5	CcGene_27763
evm.model.jcf7180008120845.6	CcGene_27764
evm.model.jcf7180008120845.7	CcGene_27765
evm.model.jcf7180008120851.1	CcGene_27766
evm.model.jcf7180008120851.2	CcGene_27767
evm.model.jcf7180008120852.1	CcGene_27768
evm.model.jcf7180008120852.2	CcGene_27769
evm.model.jcf7180008120859.1	CcGene_27770
evm.model.jcf7180008120862.1	CcGene_27771
evm.model.jcf7180008120874.1	CcGene_27772
evm.model.jcf7180008120875.1	CcGene_27773
evm.model.jcf7180008120876.1	CcGene_27774
evm.model.jcf7180008120879.1	CcGene_27775
evm.model.jcf7180008120879.2	CcGene_27776
evm.model.jcf7180008120879.3	CcGene_27777
evm.model.jcf7180008120879.4	CcGene_27778
evm.model.jcf7180008120879.5	CcGene_27779
evm.model.jcf7180008120892.1	CcGene_27780
evm.model.jcf7180008120892.2	CcGene_27781
evm.model.jcf7180008120897.1	CcGene_27782
evm.model.jcf7180008120897.2	CcGene_27783
evm.model.jcf7180008120897.3	CcGene_27784
evm.model.jcf7180008120897.4	CcGene_27785
evm.model.jcf7180008120897.5	CcGene_27786
evm.model.jcf7180008120897.6	CcGene_27787
evm.model.jcf7180008120897.7	CcGene_27788
evm.model.jcf7180008120897.8	CcGene_27789
evm.model.jcf7180008120897.9	CcGene_27790
evm.model.jcf7180008120901.1	CcGene_27791
evm.model.jcf7180008120902.1	CcGene_27792
evm.model.jcf7180008120904.1	CcGene_27793
evm.model.jcf7180008120909.1	CcGene_27794
evm.model.jcf7180008120920.1	CcGene_27795
evm.model.jcf7180008120921.1	CcGene_27796
evm.model.jcf7180008120921.2	CcGene_27797
evm.model.jcf7180008120921.3	CcGene_27798
evm.model.jcf7180008120921.4	CcGene_27799
evm.model.jcf7180008120926.1	CcGene_27800
evm.model.jcf7180008120938.1	CcGene_27801
evm.model.jcf7180008120946.1	CcGene_27802
evm.model.jcf7180008120951.1	CcGene_27803
evm.model.jcf7180008120951.2	CcGene_27804
evm.model.jcf7180008120951.3	CcGene_27805
evm.model.jcf7180008120951.4	CcGene_27806
evm.model.jcf7180008120956.1	CcGene_27807
evm.model.jcf7180008120956.2	CcGene_27808
evm.model.jcf7180008120956.3	CcGene_27809
evm.model.jcf7180008120956.4	CcGene_27810
evm.model.jcf7180008120956.5	CcGene_27811
evm.model.jcf7180008120956.6	CcGene_27812
evm.model.jcf7180008120956.7	CcGene_27813
evm.model.jcf7180008120968.1	CcGene_27814
evm.model.jcf7180008120968.2	CcGene_27815
evm.model.jcf7180008120969.1	CcGene_27816
evm.model.jcf7180008120975.1	CcGene_27817
evm.model.jcf7180008120977.1	CcGene_27818
evm.model.jcf7180008120977.2	CcGene_27819
evm.model.jcf7180008120977.3	CcGene_27820
evm.model.jcf7180008120977.4	CcGene_27821
evm.model.jcf7180008120977.5	CcGene_27822
evm.model.jcf7180008120977.6	CcGene_27823
evm.model.jcf7180008120977.7	CcGene_27824
evm.model.jcf7180008120977.8	CcGene_27825
evm.model.jcf7180008120977.9	CcGene_27826
evm.model.jcf7180008120999.1	CcGene_27827
evm.model.jcf7180008120999.2	CcGene_27828
evm.model.jcf7180008120999.3	CcGene_27829
evm.model.jcf7180008120999.4	CcGene_27830
evm.model.jcf7180008120999.5	CcGene_27831
evm.model.jcf7180008121004.1	CcGene_27832
evm.model.jcf7180008121016.1	CcGene_27833
evm.model.jcf7180008121017.1	CcGene_27834
evm.model.jcf7180008121018.1	CcGene_27835
evm.model.jcf7180008121019.1	CcGene_27836
evm.model.jcf7180008121019.2	CcGene_27837
evm.model.jcf7180008121019.3	CcGene_27838
evm.model.jcf7180008121019.4	CcGene_27839
evm.model.jcf7180008121020.1	CcGene_27840
evm.model.jcf7180008121052.1	CcGene_27841
evm.model.jcf7180008121060.1	CcGene_27842
evm.model.jcf7180008121079.1	CcGene_27843
evm.model.jcf7180008121081.1	CcGene_27844
evm.model.jcf7180008121081.2	CcGene_27845
evm.model.jcf7180008121090.1	CcGene_27846
evm.model.jcf7180008121094.1	CcGene_27847
evm.model.jcf7180008121097.1	CcGene_27848
evm.model.jcf7180008121100.1	CcGene_27849
evm.model.jcf7180008121100.2	CcGene_27850
evm.model.jcf7180008121100.3	CcGene_27851
evm.model.jcf7180008121119.1	CcGene_27852
evm.model.jcf7180008121129.1	CcGene_27853
evm.model.jcf7180008121134.1	CcGene_27854
evm.model.jcf7180008121134.2	CcGene_27855
evm.model.jcf7180008121134.3	CcGene_27856
evm.model.jcf7180008121134.4	CcGene_27857
evm.model.jcf7180008121136.1	CcGene_27858
evm.model.jcf7180008121156.1	CcGene_27859
evm.model.jcf7180008121161.1	CcGene_27860
evm.model.jcf7180008121167.1	CcGene_27861
evm.model.jcf7180008121167.2	CcGene_27862
evm.model.jcf7180008121169.1	CcGene_27863
evm.model.jcf7180008121170.1	CcGene_27864
evm.model.jcf7180008121176.1	CcGene_27865
evm.model.jcf7180008121176.2	CcGene_27866
evm.model.jcf7180008121176.3	CcGene_27867
evm.model.jcf7180008121176.4	CcGene_27868
evm.model.jcf7180008121182.1	CcGene_27869
evm.model.jcf7180008121184.1	CcGene_27870
evm.model.jcf7180008121191.1	CcGene_27871
evm.model.jcf7180008121195.1	CcGene_27872
evm.model.jcf7180008121205.1	CcGene_27873
evm.model.jcf7180008121210.1	CcGene_27874
evm.model.jcf7180008121210.2	CcGene_27875
evm.model.jcf7180008121212.1	CcGene_27876
evm.model.jcf7180008121212.2	CcGene_27877
evm.model.jcf7180008121212.3	CcGene_27878
evm.model.jcf7180008121215.1	CcGene_27879
evm.model.jcf7180008121217.1	CcGene_27880
evm.model.jcf7180008121217.2	CcGene_27881
evm.model.jcf7180008121219.1	CcGene_27882
evm.model.jcf7180008121219.2	CcGene_27883
evm.model.jcf7180008121219.3	CcGene_27884
evm.model.jcf7180008121231.1	CcGene_27885
evm.model.jcf7180008121234.1	CcGene_27886
evm.model.jcf7180008121234.2	CcGene_27887
evm.model.jcf7180008121252.1	CcGene_27888
evm.model.jcf7180008121252.2	CcGene_27889
evm.model.jcf7180008121252.3	CcGene_27890
evm.model.jcf7180008121252.4	CcGene_27891
evm.model.jcf7180008121252.5	CcGene_27892
evm.model.jcf7180008121254.1	CcGene_27893
evm.model.jcf7180008121254.2	CcGene_27894
evm.model.jcf7180008121254.3	CcGene_27895
evm.model.jcf7180008121254.4	CcGene_27896
evm.model.jcf7180008121254.5	CcGene_27897
evm.model.jcf7180008121255.1	CcGene_27898
evm.model.jcf7180008121266.1	CcGene_27899
evm.model.jcf7180008121266.2	CcGene_27900
evm.model.jcf7180008121267.1	CcGene_27901
evm.model.jcf7180008121267.2	CcGene_27902
evm.model.jcf7180008121267.3	CcGene_27903
evm.model.jcf7180008121278.1	CcGene_27904
evm.model.jcf7180008121278.2	CcGene_27905
evm.model.jcf7180008121278.3	CcGene_27906
evm.model.jcf7180008121279.1	CcGene_27907
evm.model.jcf7180008121285.1	CcGene_27908
evm.model.jcf7180008121289.1	CcGene_27909
evm.model.jcf7180008121293.1	CcGene_27910
evm.model.jcf7180008121295.1	CcGene_27911
evm.model.jcf7180008121301.1	CcGene_27912
evm.model.jcf7180008121301.2	CcGene_27913
evm.model.jcf7180008121307.1	CcGene_27914
evm.model.jcf7180008121307.2	CcGene_27915
evm.model.jcf7180008121309.1	CcGene_27916
evm.model.jcf7180008121309.2	CcGene_27917
evm.model.jcf7180008121309.3	CcGene_27918
evm.model.jcf7180008121310.1	CcGene_27919
evm.model.jcf7180008121310.2	CcGene_27920
evm.model.jcf7180008121310.3	CcGene_27921
evm.model.jcf7180008121316.1	CcGene_27922
evm.model.jcf7180008121316.2	CcGene_27923
evm.model.jcf7180008121317.1	CcGene_27924
evm.model.jcf7180008121317.2	CcGene_27925
evm.model.jcf7180008121319.1	CcGene_27926
evm.model.jcf7180008121319.2	CcGene_27927
evm.model.jcf7180008121319.3	CcGene_27928
evm.model.jcf7180008121320.1	CcGene_27929
evm.model.jcf7180008121321.1	CcGene_27930
evm.model.jcf7180008121330.1	CcGene_27931
evm.model.jcf7180008121333.1	CcGene_27932
evm.model.jcf7180008121333.2	CcGene_27933
evm.model.jcf7180008121334.1	CcGene_27934
evm.model.jcf7180008121334.2	CcGene_27935
evm.model.jcf7180008121334.3	CcGene_27936
evm.model.jcf7180008121334.4	CcGene_27937
evm.model.jcf7180008121334.5	CcGene_27938
evm.model.jcf7180008121334.6	CcGene_27939
evm.model.jcf7180008121334.7	CcGene_27940
evm.model.jcf7180008121334.8	CcGene_27941
evm.model.jcf7180008121338.1	CcGene_27942
evm.model.jcf7180008121352.1	CcGene_27943
evm.model.jcf7180008121352.2	CcGene_27944
evm.model.jcf7180008121355.1	CcGene_27945
evm.model.jcf7180008121364.1	CcGene_27946
evm.model.jcf7180008121364.2	CcGene_27947
evm.model.jcf7180008121364.3	CcGene_27948
evm.model.jcf7180008121372.1	CcGene_27949
evm.model.jcf7180008121378.1	CcGene_27950
evm.model.jcf7180008121382.1	CcGene_27951
evm.model.jcf7180008121392.1	CcGene_27952
evm.model.jcf7180008121392.2	CcGene_27953
evm.model.jcf7180008121396.1	CcGene_27954
evm.model.jcf7180008121400.1	CcGene_27955
evm.model.jcf7180008121404.1	CcGene_27956
evm.model.jcf7180008121411.1	CcGene_27957
evm.model.jcf7180008121413.1	CcGene_27958
evm.model.jcf7180008121413.2	CcGene_27959
evm.model.jcf7180008121420.1	CcGene_27960
evm.model.jcf7180008121427.1	CcGene_27961
evm.model.jcf7180008121427.2	CcGene_27962
evm.model.jcf7180008121427.3	CcGene_27963
evm.model.jcf7180008121438.1	CcGene_27964
evm.model.jcf7180008121438.2	CcGene_27965
evm.model.jcf7180008121438.3	CcGene_27966
evm.model.jcf7180008121449.1	CcGene_27967
evm.model.jcf7180008121449.2	CcGene_27968
evm.model.jcf7180008121451.1	CcGene_27969
evm.model.jcf7180008121459.1	CcGene_27970
evm.model.jcf7180008121459.2	CcGene_27971
evm.model.jcf7180008121460.1	CcGene_27972
evm.model.jcf7180008121477.1	CcGene_27973
evm.model.jcf7180008121482.1	CcGene_27974
evm.model.jcf7180008121484.1	CcGene_27975
evm.model.jcf7180008121484.2	CcGene_27976
evm.model.jcf7180008121487.1	CcGene_27977
evm.model.jcf7180008121487.2	CcGene_27978
evm.model.jcf7180008121508.1	CcGene_27979
evm.model.jcf7180008121510.1	CcGene_27980
evm.model.jcf7180008121510.2	CcGene_27981
evm.model.jcf7180008121510.3	CcGene_27982
evm.model.jcf7180008121510.4	CcGene_27983
evm.model.jcf7180008121510.5	CcGene_27984
evm.model.jcf7180008121515.1	CcGene_27985
evm.model.jcf7180008121518.1	CcGene_27986
evm.model.jcf7180008121528.1	CcGene_27987
evm.model.jcf7180008121551.1	CcGene_27988
evm.model.jcf7180008121552.1	CcGene_27989
evm.model.jcf7180008121553.1	CcGene_27990
evm.model.jcf7180008121554.1	CcGene_27991
evm.model.jcf7180008121558.1	CcGene_27992
evm.model.jcf7180008121559.1	CcGene_27993
evm.model.jcf7180008121565.1	CcGene_27994
evm.model.jcf7180008121566.1	CcGene_27995
evm.model.jcf7180008121566.2	CcGene_27996
evm.model.jcf7180008121566.3	CcGene_27997
evm.model.jcf7180008121570.1	CcGene_27998
evm.model.jcf7180008121576.1	CcGene_27999
evm.model.jcf7180008121576.2	CcGene_28000
evm.model.jcf7180008121576.3	CcGene_28001
evm.model.jcf7180008121579.1	CcGene_28002
evm.model.jcf7180008121579.2	CcGene_28003
evm.model.jcf7180008121580.1	CcGene_28004
evm.model.jcf7180008121581.1	CcGene_28005
evm.model.jcf7180008121581.2	CcGene_28006
evm.model.jcf7180008121581.3	CcGene_28007
evm.model.jcf7180008121581.4	CcGene_28008
evm.model.jcf7180008121581.5	CcGene_28009
evm.model.jcf7180008121585.1	CcGene_28010
evm.model.jcf7180008121589.1	CcGene_28011
evm.model.jcf7180008121589.2	CcGene_28012
evm.model.jcf7180008121589.3	CcGene_28013
evm.model.jcf7180008121589.4	CcGene_28014
evm.model.jcf7180008121589.5	CcGene_28015
evm.model.jcf7180008121589.6	CcGene_28016
evm.model.jcf7180008121589.7	CcGene_28017
evm.model.jcf7180008121589.8	CcGene_28018
evm.model.jcf7180008121592.1	CcGene_28019
evm.model.jcf7180008121594.1	CcGene_28020
evm.model.jcf7180008121599.1	CcGene_28021
evm.model.jcf7180008121613.1	CcGene_28022
evm.model.jcf7180008121613.2	CcGene_28023
evm.model.jcf7180008121616.1	CcGene_28024
evm.model.jcf7180008121618.1	CcGene_28025
evm.model.jcf7180008121620.1	CcGene_28026
evm.model.jcf7180008121620.2	CcGene_28027
evm.model.jcf7180008121620.3	CcGene_28028
evm.model.jcf7180008121622.1	CcGene_28029
evm.model.jcf7180008121638.1	CcGene_28030
evm.model.jcf7180008121646.1	CcGene_28031
evm.model.jcf7180008121646.2	CcGene_28032
evm.model.jcf7180008121650.1	CcGene_28033
evm.model.jcf7180008121667.1	CcGene_28034
evm.model.jcf7180008121667.2	CcGene_28035
evm.model.jcf7180008121667.3	CcGene_28036
evm.model.jcf7180008121667.4	CcGene_28037
evm.model.jcf7180008121667.5	CcGene_28038
evm.model.jcf7180008121667.6	CcGene_28039
evm.model.jcf7180008121667.7	CcGene_28040
evm.model.jcf7180008121667.8	CcGene_28041
evm.model.jcf7180008121667.9	CcGene_28042
evm.model.jcf7180008121668.1	CcGene_28043
evm.model.jcf7180008121668.2	CcGene_28044
evm.model.jcf7180008121668.3	CcGene_28045
evm.model.jcf7180008121669.1	CcGene_28046
evm.model.jcf7180008121670.1	CcGene_28047
evm.model.jcf7180008121671.1	CcGene_28048
evm.model.jcf7180008121671.2	CcGene_28049
evm.model.jcf7180008121671.3	CcGene_28050
evm.model.jcf7180008121675.1	CcGene_28051
evm.model.jcf7180008121678.1	CcGene_28052
evm.model.jcf7180008121678.2	CcGene_28053
evm.model.jcf7180008121678.3	CcGene_28054
evm.model.jcf7180008121678.4	CcGene_28055
evm.model.jcf7180008121684.1	CcGene_28056
evm.model.jcf7180008121684.2	CcGene_28057
evm.model.jcf7180008121684.3	CcGene_28058
evm.model.jcf7180008121686.1	CcGene_28059
evm.model.jcf7180008121691.1	CcGene_28060
evm.model.jcf7180008121693.1	CcGene_28061
evm.model.jcf7180008121694.1	CcGene_28062
evm.model.jcf7180008121702.1	CcGene_28063
evm.model.jcf7180008121704.1	CcGene_28064
evm.model.jcf7180008121719.1	CcGene_28065
evm.model.jcf7180008121719.2	CcGene_28066
evm.model.jcf7180008121719.3	CcGene_28067
evm.model.jcf7180008121723.1	CcGene_28068
evm.model.jcf7180008121723.2	CcGene_28069
evm.model.jcf7180008121723.3	CcGene_28070
evm.model.jcf7180008121723.4	CcGene_28071
evm.model.jcf7180008121723.5	CcGene_28072
evm.model.jcf7180008121723.6	CcGene_28073
evm.model.jcf7180008121724.1	CcGene_28074
evm.model.jcf7180008121725.1	CcGene_28075
evm.model.jcf7180008121727.1	CcGene_28076
evm.model.jcf7180008121736.1	CcGene_28077
evm.model.jcf7180008121742.1	CcGene_28078
evm.model.jcf7180008121759.1	CcGene_28079
evm.model.jcf7180008121759.2	CcGene_28080
evm.model.jcf7180008121759.3	CcGene_28081
evm.model.jcf7180008121760.1	CcGene_28082
evm.model.jcf7180008121762.1	CcGene_28083
evm.model.jcf7180008121780.1	CcGene_28084
evm.model.jcf7180008121834.1	CcGene_28085
evm.model.jcf7180008121835.1	CcGene_28086
evm.model.jcf7180008121835.2	CcGene_28087
evm.model.jcf7180008121835.3	CcGene_28088
evm.model.jcf7180008121837.1	CcGene_28089
evm.model.jcf7180008121837.2	CcGene_28090
evm.model.jcf7180008121860.1	CcGene_28091
evm.model.jcf7180008121860.2	CcGene_28092
evm.model.jcf7180008121879.1	CcGene_28093
evm.model.jcf7180008121881.1	CcGene_28094
evm.model.jcf7180008121900.1	CcGene_28095
evm.model.jcf7180008121902.1	CcGene_28096
evm.model.jcf7180008121913.1	CcGene_28097
evm.model.jcf7180008121923.1	CcGene_28098
evm.model.jcf7180008121923.2	CcGene_28099
evm.model.jcf7180008121923.3	CcGene_28100
evm.model.jcf7180008121930.1	CcGene_28101
evm.model.jcf7180008121930.2	CcGene_28102
evm.model.jcf7180008121930.3	CcGene_28103
evm.model.jcf7180008121930.4	CcGene_28104
evm.model.jcf7180008121930.5	CcGene_28105
evm.model.jcf7180008121935.1	CcGene_28106
evm.model.jcf7180008121939.1	CcGene_28107
evm.model.jcf7180008121960.1	CcGene_28108
evm.model.jcf7180008121970.1	CcGene_28109
evm.model.jcf7180008121970.2	CcGene_28110
evm.model.jcf7180008121971.1	CcGene_28111
evm.model.jcf7180008121975.1	CcGene_28112
evm.model.jcf7180008121992.1	CcGene_28113
evm.model.jcf7180008121992.2	CcGene_28114
evm.model.jcf7180008121993.1	CcGene_28115
evm.model.jcf7180008121993.2	CcGene_28116
evm.model.jcf7180008122001.1	CcGene_28117
evm.model.jcf7180008122011.1	CcGene_28118
evm.model.jcf7180008122011.2	CcGene_28119
evm.model.jcf7180008122011.3	CcGene_28120
evm.model.jcf7180008122014.1	CcGene_28121
evm.model.jcf7180008122025.1	CcGene_28122
evm.model.jcf7180008122027.1	CcGene_28123
evm.model.jcf7180008122027.2	CcGene_28124
evm.model.jcf7180008122027.3	CcGene_28125
evm.model.jcf7180008122027.4	CcGene_28126
evm.model.jcf7180008122027.5	CcGene_28127
evm.model.jcf7180008122027.6	CcGene_28128
evm.model.jcf7180008122027.7	CcGene_28129
evm.model.jcf7180008122027.8	CcGene_28130
evm.model.jcf7180008122027.9	CcGene_28131
evm.model.jcf7180008122031.1	CcGene_28132
evm.model.jcf7180008122031.2	CcGene_28133
evm.model.jcf7180008122031.3	CcGene_28134
evm.model.jcf7180008122034.1	CcGene_28135
evm.model.jcf7180008122048.1	CcGene_28136
evm.model.jcf7180008122048.2	CcGene_28137
evm.model.jcf7180008122048.3	CcGene_28138
evm.model.jcf7180008122053.1	CcGene_28139
evm.model.jcf7180008122065.1	CcGene_28140
evm.model.jcf7180008122065.2	CcGene_28141
evm.model.jcf7180008122069.1	CcGene_28142
evm.model.jcf7180008122069.2	CcGene_28143
evm.model.jcf7180008122069.3	CcGene_28144
evm.model.jcf7180008122076.1	CcGene_28145
evm.model.jcf7180008122076.2	CcGene_28146
evm.model.jcf7180008122076.3	CcGene_28147
evm.model.jcf7180008122076.4	CcGene_28148
evm.model.jcf7180008122076.5	CcGene_28149
evm.model.jcf7180008122076.6	CcGene_28150
evm.model.jcf7180008122076.7	CcGene_28151
evm.model.jcf7180008122082.1	CcGene_28152
evm.model.jcf7180008122083.1	CcGene_28153
evm.model.jcf7180008122083.2	CcGene_28154
evm.model.jcf7180008122086.1	CcGene_28155
evm.model.jcf7180008122086.2	CcGene_28156
evm.model.jcf7180008122086.3	CcGene_28157
evm.model.jcf7180008122097.1	CcGene_28158
evm.model.jcf7180008122097.2	CcGene_28159
evm.model.jcf7180008122101.1	CcGene_28160
evm.model.jcf7180008122103.1	CcGene_28161
evm.model.jcf7180008122110.1	CcGene_28162
evm.model.jcf7180008122114.1	CcGene_28163
evm.model.jcf7180008122118.1	CcGene_28164
evm.model.jcf7180008122118.2	CcGene_28165
evm.model.jcf7180008122118.3	CcGene_28166
evm.model.jcf7180008122118.4	CcGene_28167
evm.model.jcf7180008122118.5	CcGene_28168
evm.model.jcf7180008122118.6	CcGene_28169
evm.model.jcf7180008122118.7	CcGene_28170
evm.model.jcf7180008122119.1	CcGene_28171
evm.model.jcf7180008122125.1	CcGene_28172
evm.model.jcf7180008122125.2	CcGene_28173
evm.model.jcf7180008122125.3	CcGene_28174
evm.model.jcf7180008122125.4	CcGene_28175
evm.model.jcf7180008122127.1	CcGene_28176
evm.model.jcf7180008122127.2	CcGene_28177
evm.model.jcf7180008122127.3	CcGene_28178
evm.model.jcf7180008122127.4	CcGene_28179
evm.model.jcf7180008122127.5	CcGene_28180
evm.model.jcf7180008122153.1	CcGene_28181
evm.model.jcf7180008122162.1	CcGene_28182
evm.model.jcf7180008122165.1	CcGene_28183
evm.model.jcf7180008122170.1	CcGene_28184
evm.model.jcf7180008122171.1	CcGene_28185
